Date,Time,kvarh d,kWh d,,
1/1/2009,12:00:00 AM,23.76,78.48,,
1/1/2009,12:15:00 AM,23.76,78.48,,
1/1/2009,12:30:00 AM,23.76,77.76,,
1/1/2009,12:45:00 AM,23.76,77.76,,
1/1/2009,1:00:00 AM,24.48,78.48,,
1/1/2009,1:15:00 AM,24.48,77.76,,
1/1/2009,1:30:00 AM,24.48,77.76,,
1/1/2009,1:45:00 AM,23.76,77.76,,
1/1/2009,2:00:00 AM,24.48,78.48,,
1/1/2009,2:15:00 AM,23.76,77.76,,
1/1/2009,2:30:00 AM,24.48,77.04,,
1/1/2009,2:45:00 AM,24.48,78.48,,
1/1/2009,3:00:00 AM,24.48,79.2,,
1/1/2009,3:15:00 AM,23.76,77.04,,
1/1/2009,3:30:00 AM,23.76,78.48,,
1/1/2009,3:45:00 AM,23.76,77.76,,
1/1/2009,4:00:00 AM,24.48,77.76,,
1/1/2009,4:15:00 AM,23.76,77.76,,
1/1/2009,4:30:00 AM,23.76,77.76,,
1/1/2009,4:45:00 AM,23.76,77.76,,
1/1/2009,5:00:00 AM,23.76,77.76,,
1/1/2009,5:15:00 AM,23.76,78.48,,
1/1/2009,5:30:00 AM,23.76,78.48,,
1/1/2009,5:45:00 AM,23.76,78.48,,
1/1/2009,6:00:00 AM,23.76,77.76,,
1/1/2009,6:15:00 AM,23.76,81.36,,
1/1/2009,6:30:00 AM,23.04,80.64,,
1/1/2009,6:45:00 AM,22.32,79.92,,
1/1/2009,7:00:00 AM,23.76,80.64,,
1/1/2009,7:15:00 AM,23.76,82.08,,
1/1/2009,7:30:00 AM,23.04,82.08,,
1/1/2009,7:45:00 AM,22.32,77.04,,
1/1/2009,8:00:00 AM,22.32,76.32,,
1/1/2009,8:15:00 AM,23.04,77.04,,
1/1/2009,8:30:00 AM,23.04,78.48,,
1/1/2009,8:45:00 AM,23.04,78.48,,
1/1/2009,9:00:00 AM,23.04,79.92,,
1/1/2009,9:15:00 AM,23.04,78.48,,
1/1/2009,9:30:00 AM,23.04,79.2,,
1/1/2009,9:45:00 AM,23.04,79.2,,
1/1/2009,10:00:00 AM,22.32,78.48,,
1/1/2009,10:15:00 AM,23.04,79.92,,
1/1/2009,10:30:00 AM,23.76,78.48,,
1/1/2009,10:45:00 AM,23.04,79.2,,
1/1/2009,11:00:00 AM,23.76,78.48,,
1/1/2009,11:15:00 AM,23.04,78.48,,
1/1/2009,11:30:00 AM,23.04,79.2,,
1/1/2009,11:45:00 AM,23.04,77.76,,
1/1/2009,12:00:00 PM,23.76,78.48,,
1/1/2009,12:15:00 PM,23.04,79.2,,
1/1/2009,12:30:00 PM,23.04,77.76,,
1/1/2009,12:45:00 PM,23.04,77.04,,
1/1/2009,1:00:00 PM,23.76,78.48,,
1/1/2009,1:15:00 PM,23.04,77.76,,
1/1/2009,1:30:00 PM,23.04,78.48,,
1/1/2009,1:45:00 PM,23.76,77.76,,
1/1/2009,2:00:00 PM,23.04,78.48,,
1/1/2009,2:15:00 PM,23.04,77.76,,
1/1/2009,2:30:00 PM,23.76,78.48,,
1/1/2009,2:45:00 PM,23.76,79.2,,
1/1/2009,3:00:00 PM,23.04,77.76,,
1/1/2009,3:15:00 PM,23.76,78.48,,
1/1/2009,3:30:00 PM,23.04,78.48,,
1/1/2009,3:45:00 PM,23.76,79.2,,
1/1/2009,4:00:00 PM,23.04,78.48,,
1/1/2009,4:15:00 PM,23.76,78.48,,
1/1/2009,4:30:00 PM,23.04,81.36,,
1/1/2009,4:45:00 PM,24.48,82.8,,
1/1/2009,5:00:00 PM,23.04,82.08,,
1/1/2009,5:15:00 PM,23.76,82.8,,
1/1/2009,5:30:00 PM,23.76,82.8,,
1/1/2009,5:45:00 PM,23.76,82.8,,
1/1/2009,6:00:00 PM,24.48,83.52,,
1/1/2009,6:15:00 PM,23.76,83.52,,
1/1/2009,6:30:00 PM,23.76,82.8,,
1/1/2009,6:45:00 PM,24.48,82.8,,
1/1/2009,7:00:00 PM,23.76,82.8,,
1/1/2009,7:15:00 PM,24.48,83.52,,
1/1/2009,7:30:00 PM,24.48,82.08,,
1/1/2009,7:45:00 PM,24.48,83.52,,
1/1/2009,8:00:00 PM,25.2,82.8,,
1/1/2009,8:15:00 PM,25.2,83.52,,
1/1/2009,8:30:00 PM,25.2,82.8,,
1/1/2009,8:45:00 PM,24.48,82.8,,
1/1/2009,9:00:00 PM,25.2,81.36,,
1/1/2009,9:15:00 PM,25.2,83.52,,
1/1/2009,9:30:00 PM,24.48,82.08,,
1/1/2009,9:45:00 PM,25.2,82.08,,
1/1/2009,10:00:00 PM,25.2,82.08,,
1/1/2009,10:15:00 PM,25.92,82.08,,
1/1/2009,10:30:00 PM,25.2,80.64,,
1/1/2009,10:45:00 PM,25.2,80.64,,
1/1/2009,11:00:00 PM,25.92,80.64,,
1/1/2009,11:15:00 PM,24.48,80.64,,
1/1/2009,11:30:00 PM,25.2,79.92,,
1/1/2009,11:45:00 PM,25.2,79.92,,
1/2/2009,12:00:00 AM,24.48,79.92,,
1/2/2009,12:15:00 AM,25.92,79.92,,
1/2/2009,12:30:00 AM,24.48,80.64,,
1/2/2009,12:45:00 AM,25.2,79.2,,
1/2/2009,1:00:00 AM,24.48,79.92,,
1/2/2009,1:15:00 AM,25.2,80.64,,
1/2/2009,1:30:00 AM,25.2,79.92,,
1/2/2009,1:45:00 AM,24.48,80.64,,
1/2/2009,2:00:00 AM,24.48,79.92,,
1/2/2009,2:15:00 AM,25.2,80.64,,
1/2/2009,2:30:00 AM,24.48,79.92,,
1/2/2009,2:45:00 AM,25.2,79.92,,
1/2/2009,3:00:00 AM,25.2,79.92,,
1/2/2009,3:15:00 AM,24.48,81.36,,
1/2/2009,3:30:00 AM,24.48,79.2,,
1/2/2009,3:45:00 AM,25.2,79.92,,
1/2/2009,4:00:00 AM,24.48,79.92,,
1/2/2009,4:15:00 AM,24.48,80.64,,
1/2/2009,4:30:00 AM,25.2,81.36,,
1/2/2009,4:45:00 AM,24.48,81.36,,
1/2/2009,5:00:00 AM,25.2,82.08,,
1/2/2009,5:15:00 AM,26.64,86.4,,
1/2/2009,5:30:00 AM,27.36,87.12,,
1/2/2009,5:45:00 AM,26.64,89.28,,
1/2/2009,6:00:00 AM,26.64,89.28,,
1/2/2009,6:15:00 AM,26.64,95.04,,
1/2/2009,6:30:00 AM,27.36,95.76,,
1/2/2009,6:45:00 AM,26.64,95.76,,
1/2/2009,7:00:00 AM,27.36,97.92,,
1/2/2009,7:15:00 AM,26.64,99.36,,
1/2/2009,7:30:00 AM,27.36,100.8,,
1/2/2009,7:45:00 AM,28.08,101.52,,
1/2/2009,8:00:00 AM,28.08,100.8,,
1/2/2009,8:15:00 AM,28.8,102.24,,
1/2/2009,8:30:00 AM,28.08,100.8,,
1/2/2009,8:45:00 AM,26.64,99.36,,
1/2/2009,9:00:00 AM,26.64,100.8,,
1/2/2009,9:15:00 AM,27.36,101.52,,
1/2/2009,9:30:00 AM,27.36,102.96,,
1/2/2009,9:45:00 AM,27.36,102.24,,
1/2/2009,10:00:00 AM,28.08,102.96,,
1/2/2009,10:15:00 AM,28.08,103.68,,
1/2/2009,10:30:00 AM,30.96,107.28,,
1/2/2009,10:45:00 AM,27.36,104.4,,
1/2/2009,11:00:00 AM,27.36,104.4,,
1/2/2009,11:15:00 AM,27.36,104.4,,
1/2/2009,11:30:00 AM,26.64,103.68,,
1/2/2009,11:45:00 AM,27.36,103.68,,
1/2/2009,12:00:00 PM,26.64,103.68,,
1/2/2009,12:15:00 PM,29.52,107.28,,
1/2/2009,12:30:00 PM,28.08,102.96,,
1/2/2009,12:45:00 PM,26.64,102.96,,
1/2/2009,1:00:00 PM,26.64,102.24,,
1/2/2009,1:15:00 PM,27.36,103.68,,
1/2/2009,1:30:00 PM,26.64,103.68,,
1/2/2009,1:45:00 PM,27.36,103.68,,
1/2/2009,2:00:00 PM,27.36,102.96,,
1/2/2009,2:15:00 PM,29.52,105.12,,
1/2/2009,2:30:00 PM,28.8,105.12,,
1/2/2009,2:45:00 PM,26.64,102.24,,
1/2/2009,3:00:00 PM,27.36,102.96,,
1/2/2009,3:15:00 PM,27.36,102.96,,
1/2/2009,3:30:00 PM,27.36,102.24,,
1/2/2009,3:45:00 PM,28.08,99.36,,
1/2/2009,4:00:00 PM,30.24,100.08,,
1/2/2009,4:15:00 PM,26.64,93.6,,
1/2/2009,4:30:00 PM,25.92,93.6,,
1/2/2009,4:45:00 PM,24.48,88.56,,
1/2/2009,5:00:00 PM,23.76,87.84,,
1/2/2009,5:15:00 PM,24.48,87.12,,
1/2/2009,5:30:00 PM,23.76,85.68,,
1/2/2009,5:45:00 PM,23.76,85.68,,
1/2/2009,6:00:00 PM,24.48,84.24,,
1/2/2009,6:15:00 PM,23.76,83.52,,
1/2/2009,6:30:00 PM,23.76,83.52,,
1/2/2009,6:45:00 PM,24.48,83.52,,
1/2/2009,7:00:00 PM,23.76,84.96,,
1/2/2009,7:15:00 PM,24.48,83.52,,
1/2/2009,7:30:00 PM,23.76,82.08,,
1/2/2009,7:45:00 PM,24.48,81.36,,
1/2/2009,8:00:00 PM,23.76,80.64,,
1/2/2009,8:15:00 PM,24.48,81.36,,
1/2/2009,8:30:00 PM,24.48,81.36,,
1/2/2009,8:45:00 PM,23.76,81.36,,
1/2/2009,9:00:00 PM,24.48,80.64,,
1/2/2009,9:15:00 PM,25.2,81.36,,
1/2/2009,9:30:00 PM,24.48,80.64,,
1/2/2009,9:45:00 PM,24.48,80.64,,
1/2/2009,10:00:00 PM,25.2,81.36,,
1/2/2009,10:15:00 PM,25.2,79.92,,
1/2/2009,10:30:00 PM,25.92,79.2,,
1/2/2009,10:45:00 PM,24.48,79.2,,
1/2/2009,11:00:00 PM,24.48,79.2,,
1/2/2009,11:15:00 PM,25.2,77.76,,
1/2/2009,11:30:00 PM,23.76,78.48,,
1/2/2009,11:45:00 PM,23.76,75.6,,
1/3/2009,12:00:00 AM,24.48,77.76,,
1/3/2009,12:15:00 AM,23.76,77.04,,
1/3/2009,12:30:00 AM,24.48,77.04,,
1/3/2009,12:45:00 AM,23.76,76.32,,
1/3/2009,1:00:00 AM,24.48,77.04,,
1/3/2009,1:15:00 AM,23.76,76.32,,
1/3/2009,1:30:00 AM,25.2,77.76,,
1/3/2009,1:45:00 AM,24.48,77.04,,
1/3/2009,2:00:00 AM,24.48,77.04,,
1/3/2009,2:15:00 AM,24.48,77.04,,
1/3/2009,2:30:00 AM,24.48,77.04,,
1/3/2009,2:45:00 AM,25.2,77.76,,
1/3/2009,3:00:00 AM,24.48,76.32,,
1/3/2009,3:15:00 AM,24.48,77.76,,
1/3/2009,3:30:00 AM,23.76,77.76,,
1/3/2009,3:45:00 AM,24.48,76.32,,
1/3/2009,4:00:00 AM,23.76,77.04,,
1/3/2009,4:15:00 AM,24.48,77.04,,
1/3/2009,4:30:00 AM,23.76,77.04,,
1/3/2009,4:45:00 AM,23.76,77.04,,
1/3/2009,5:00:00 AM,24.48,77.04,,
1/3/2009,5:15:00 AM,23.76,77.04,,
1/3/2009,5:30:00 AM,23.76,76.32,,
1/3/2009,5:45:00 AM,23.76,77.04,,
1/3/2009,6:00:00 AM,23.04,77.04,,
1/3/2009,6:15:00 AM,23.76,77.04,,
1/3/2009,6:30:00 AM,23.04,77.04,,
1/3/2009,6:45:00 AM,23.76,78.48,,
1/3/2009,7:00:00 AM,23.04,76.32,,
1/3/2009,7:15:00 AM,24.48,79.92,,
1/3/2009,7:30:00 AM,25.2,84.96,,
1/3/2009,7:45:00 AM,25.92,82.08,,
1/3/2009,8:00:00 AM,24.48,80.64,,
1/3/2009,8:15:00 AM,24.48,82.8,,
1/3/2009,8:30:00 AM,25.2,83.52,,
1/3/2009,8:45:00 AM,24.48,84.24,,
1/3/2009,9:00:00 AM,24.48,82.8,,
1/3/2009,9:15:00 AM,24.48,83.52,,
1/3/2009,9:30:00 AM,23.76,82.8,,
1/3/2009,9:45:00 AM,23.76,82.08,,
1/3/2009,10:00:00 AM,23.76,83.52,,
1/3/2009,10:15:00 AM,25.2,80.64,,
1/3/2009,10:30:00 AM,24.48,80.64,,
1/3/2009,10:45:00 AM,25.2,81.36,,
1/3/2009,11:00:00 AM,25.2,79.92,,
1/3/2009,11:15:00 AM,23.04,74.16,,
1/3/2009,11:30:00 AM,22.32,73.44,,
1/3/2009,11:45:00 AM,22.32,74.16,,
1/3/2009,12:00:00 PM,23.04,73.44,,
1/3/2009,12:15:00 PM,22.32,72.72,,
1/3/2009,12:30:00 PM,22.32,73.44,,
1/3/2009,12:45:00 PM,23.04,73.44,,
1/3/2009,1:00:00 PM,22.32,72.72,,
1/3/2009,1:15:00 PM,23.04,72.72,,
1/3/2009,1:30:00 PM,22.32,73.44,,
1/3/2009,1:45:00 PM,22.32,72.72,,
1/3/2009,2:00:00 PM,23.04,71.28,,
1/3/2009,2:15:00 PM,23.76,71.28,,
1/3/2009,2:30:00 PM,23.04,72,,
1/3/2009,2:45:00 PM,23.04,72,,
1/3/2009,3:00:00 PM,23.76,72,,
1/3/2009,3:15:00 PM,22.32,70.56,,
1/3/2009,3:30:00 PM,23.76,71.28,,
1/3/2009,3:45:00 PM,22.32,71.28,,
1/3/2009,4:00:00 PM,23.04,69.84,,
1/3/2009,4:15:00 PM,23.04,72,,
1/3/2009,4:30:00 PM,22.32,72,,
1/3/2009,4:45:00 PM,23.04,74.16,,
1/3/2009,5:00:00 PM,23.76,75.6,,
1/3/2009,5:15:00 PM,22.32,74.88,,
1/3/2009,5:30:00 PM,23.76,75.6,,
1/3/2009,5:45:00 PM,22.32,75.6,,
1/3/2009,6:00:00 PM,23.76,74.88,,
1/3/2009,6:15:00 PM,23.04,75.6,,
1/3/2009,6:30:00 PM,23.04,74.88,,
1/3/2009,6:45:00 PM,23.04,74.88,,
1/3/2009,7:00:00 PM,23.76,75.6,,
1/3/2009,7:15:00 PM,23.76,75.6,,
1/3/2009,7:30:00 PM,23.76,74.88,,
1/3/2009,7:45:00 PM,23.76,75.6,,
1/3/2009,8:00:00 PM,24.48,74.88,,
1/3/2009,8:15:00 PM,23.76,76.32,,
1/3/2009,8:30:00 PM,24.48,74.88,,
1/3/2009,8:45:00 PM,23.76,75.6,,
1/3/2009,9:00:00 PM,24.48,75.6,,
1/3/2009,9:15:00 PM,24.48,75.6,,
1/3/2009,9:30:00 PM,24.48,75.6,,
1/3/2009,9:45:00 PM,23.76,77.04,,
1/3/2009,10:00:00 PM,24.48,75.6,,
1/3/2009,10:15:00 PM,25.2,75.6,,
1/3/2009,10:30:00 PM,24.48,75.6,,
1/3/2009,10:45:00 PM,24.48,76.32,,
1/3/2009,11:00:00 PM,24.48,74.88,,
1/3/2009,11:15:00 PM,23.76,74.88,,
1/3/2009,11:30:00 PM,23.76,75.6,,
1/3/2009,11:45:00 PM,23.76,75.6,,
1/4/2009,12:00:00 AM,23.76,74.16,,
1/4/2009,12:15:00 AM,23.04,74.16,,
1/4/2009,12:30:00 AM,23.04,74.88,,
1/4/2009,12:45:00 AM,23.76,74.88,,
1/4/2009,1:00:00 AM,23.76,74.88,,
1/4/2009,1:15:00 AM,24.48,75.6,,
1/4/2009,1:30:00 AM,23.76,74.16,,
1/4/2009,1:45:00 AM,24.48,75.6,,
1/4/2009,2:00:00 AM,24.48,74.88,,
1/4/2009,2:15:00 AM,24.48,75.6,,
1/4/2009,2:30:00 AM,23.04,74.88,,
1/4/2009,2:45:00 AM,23.76,74.88,,
1/4/2009,3:00:00 AM,23.76,75.6,,
1/4/2009,3:15:00 AM,23.76,74.88,,
1/4/2009,3:30:00 AM,23.76,75.6,,
1/4/2009,3:45:00 AM,23.76,75.6,,
1/4/2009,4:00:00 AM,23.76,74.88,,
1/4/2009,4:15:00 AM,23.76,74.88,,
1/4/2009,4:30:00 AM,24.48,75.6,,
1/4/2009,4:45:00 AM,23.04,74.88,,
1/4/2009,5:00:00 AM,23.04,74.88,,
1/4/2009,5:15:00 AM,23.76,74.88,,
1/4/2009,5:30:00 AM,23.76,74.88,,
1/4/2009,5:45:00 AM,23.76,75.6,,
1/4/2009,6:00:00 AM,23.76,75.6,,
1/4/2009,6:15:00 AM,23.76,74.88,,
1/4/2009,6:30:00 AM,23.76,74.16,,
1/4/2009,6:45:00 AM,23.76,76.32,,
1/4/2009,7:00:00 AM,23.04,74.88,,
1/4/2009,7:15:00 AM,23.76,74.88,,
1/4/2009,7:30:00 AM,23.04,74.88,,
1/4/2009,7:45:00 AM,23.04,71.28,,
1/4/2009,8:00:00 AM,23.04,70.56,,
1/4/2009,8:15:00 AM,22.32,70.56,,
1/4/2009,8:30:00 AM,22.32,71.28,,
1/4/2009,8:45:00 AM,23.04,70.56,,
1/4/2009,9:00:00 AM,22.32,70.56,,
1/4/2009,9:15:00 AM,21.6,69.84,,
1/4/2009,9:30:00 AM,21.6,70.56,,
1/4/2009,9:45:00 AM,22.32,70.56,,
1/4/2009,10:00:00 AM,20.88,67.68,,
1/4/2009,10:15:00 AM,20.88,68.4,,
1/4/2009,10:30:00 AM,20.88,66.96,,
1/4/2009,10:45:00 AM,21.6,67.68,,
1/4/2009,11:00:00 AM,20.88,67.68,,
1/4/2009,11:15:00 AM,20.88,68.4,,
1/4/2009,11:30:00 AM,21.6,66.96,,
1/4/2009,11:45:00 AM,20.88,67.68,,
1/4/2009,12:00:00 PM,21.6,67.68,,
1/4/2009,12:15:00 PM,21.6,67.68,,
1/4/2009,12:30:00 PM,20.88,67.68,,
1/4/2009,12:45:00 PM,21.6,69.84,,
1/4/2009,1:00:00 PM,20.88,68.4,,
1/4/2009,1:15:00 PM,21.6,68.4,,
1/4/2009,1:30:00 PM,20.88,68.4,,
1/4/2009,1:45:00 PM,20.88,69.12,,
1/4/2009,2:00:00 PM,21.6,68.4,,
1/4/2009,2:15:00 PM,20.88,68.4,,
1/4/2009,2:30:00 PM,20.88,67.68,,
1/4/2009,2:45:00 PM,21.6,69.12,,
1/4/2009,3:00:00 PM,20.88,68.4,,
1/4/2009,3:15:00 PM,21.6,68.4,,
1/4/2009,3:30:00 PM,21.6,68.4,,
1/4/2009,3:45:00 PM,20.88,69.12,,
1/4/2009,4:00:00 PM,20.88,68.4,,
1/4/2009,4:15:00 PM,21.6,69.12,,
1/4/2009,4:30:00 PM,20.88,69.12,,
1/4/2009,4:45:00 PM,21.6,73.44,,
1/4/2009,5:00:00 PM,22.32,73.44,,
1/4/2009,5:15:00 PM,21.6,74.16,,
1/4/2009,5:30:00 PM,22.32,73.44,,
1/4/2009,5:45:00 PM,21.6,74.16,,
1/4/2009,6:00:00 PM,23.04,74.16,,
1/4/2009,6:15:00 PM,22.32,73.44,,
1/4/2009,6:30:00 PM,22.32,73.44,,
1/4/2009,6:45:00 PM,23.04,73.44,,
1/4/2009,7:00:00 PM,22.32,74.88,,
1/4/2009,7:15:00 PM,23.04,73.44,,
1/4/2009,7:30:00 PM,22.32,72.72,,
1/4/2009,7:45:00 PM,23.04,73.44,,
1/4/2009,8:00:00 PM,23.04,73.44,,
1/4/2009,8:15:00 PM,23.04,73.44,,
1/4/2009,8:30:00 PM,22.32,73.44,,
1/4/2009,8:45:00 PM,23.04,74.16,,
1/4/2009,9:00:00 PM,22.32,73.44,,
1/4/2009,9:15:00 PM,23.04,73.44,,
1/4/2009,9:30:00 PM,23.04,73.44,,
1/4/2009,9:45:00 PM,23.76,74.16,,
1/4/2009,10:00:00 PM,23.04,73.44,,
1/4/2009,10:15:00 PM,23.76,74.16,,
1/4/2009,10:30:00 PM,23.76,74.16,,
1/4/2009,10:45:00 PM,23.04,73.44,,
1/4/2009,11:00:00 PM,23.04,74.16,,
1/4/2009,11:15:00 PM,23.76,74.16,,
1/4/2009,11:30:00 PM,23.04,73.44,,
1/4/2009,11:45:00 PM,23.04,73.44,,
1/5/2009,12:00:00 AM,23.04,74.16,,
1/5/2009,12:15:00 AM,23.04,73.44,,
1/5/2009,12:30:00 AM,23.04,73.44,,
1/5/2009,12:45:00 AM,23.04,73.44,,
1/5/2009,1:00:00 AM,23.04,73.44,,
1/5/2009,1:15:00 AM,23.76,74.16,,
1/5/2009,1:30:00 AM,22.32,72.72,,
1/5/2009,1:45:00 AM,23.04,73.44,,
1/5/2009,2:00:00 AM,23.04,73.44,,
1/5/2009,2:15:00 AM,23.04,74.16,,
1/5/2009,2:30:00 AM,23.04,72.72,,
1/5/2009,2:45:00 AM,22.32,73.44,,
1/5/2009,3:00:00 AM,22.32,74.16,,
1/5/2009,3:15:00 AM,23.04,73.44,,
1/5/2009,3:30:00 AM,22.32,72.72,,
1/5/2009,3:45:00 AM,22.32,73.44,,
1/5/2009,4:00:00 AM,23.04,74.16,,
1/5/2009,4:15:00 AM,22.32,72.72,,
1/5/2009,4:30:00 AM,22.32,74.16,,
1/5/2009,4:45:00 AM,22.32,74.88,,
1/5/2009,5:00:00 AM,22.32,75.6,,
1/5/2009,5:15:00 AM,23.04,76.32,,
1/5/2009,5:30:00 AM,23.76,79.2,,
1/5/2009,5:45:00 AM,24.48,80.64,,
1/5/2009,6:00:00 AM,25.2,82.8,,
1/5/2009,6:15:00 AM,25.2,85.68,,
1/5/2009,6:30:00 AM,24.48,86.4,,
1/5/2009,6:45:00 AM,25.2,92.16,,
1/5/2009,7:00:00 AM,25.2,95.76,,
1/5/2009,7:15:00 AM,25.92,96.48,,
1/5/2009,7:30:00 AM,27.36,97.92,,
1/5/2009,7:45:00 AM,30.96,104.4,,
1/5/2009,8:00:00 AM,28.08,100.8,,
1/5/2009,8:15:00 AM,28.08,102.96,,
1/5/2009,8:30:00 AM,28.08,103.68,,
1/5/2009,8:45:00 AM,28.08,102.96,,
1/5/2009,9:00:00 AM,27.36,105.84,,
1/5/2009,9:15:00 AM,28.8,108.72,,
1/5/2009,9:30:00 AM,26.64,105.12,,
1/5/2009,9:45:00 AM,25.92,105.84,,
1/5/2009,10:00:00 AM,25.92,105.12,,
1/5/2009,10:15:00 AM,26.64,106.56,,
1/5/2009,10:30:00 AM,28.8,110.88,,
1/5/2009,10:45:00 AM,27.36,108.72,,
1/5/2009,11:00:00 AM,27.36,108,,
1/5/2009,11:15:00 AM,26.64,107.28,,
1/5/2009,11:30:00 AM,26.64,105.12,,
1/5/2009,11:45:00 AM,26.64,105.12,,
1/5/2009,12:00:00 PM,29.52,109.44,,
1/5/2009,12:15:00 PM,26.64,107.28,,
1/5/2009,12:30:00 PM,26.64,105.84,,
1/5/2009,12:45:00 PM,26.64,106.56,,
1/5/2009,1:00:00 PM,25.92,105.84,,
1/5/2009,1:15:00 PM,26.64,107.28,,
1/5/2009,1:30:00 PM,28.8,110.16,,
1/5/2009,1:45:00 PM,26.64,106.56,,
1/5/2009,2:00:00 PM,26.64,107.28,,
1/5/2009,2:15:00 PM,25.92,107.28,,
1/5/2009,2:30:00 PM,26.64,108,,
1/5/2009,2:45:00 PM,28.08,109.44,,
1/5/2009,3:00:00 PM,28.8,110.16,,
1/5/2009,3:15:00 PM,26.64,105.84,,
1/5/2009,3:30:00 PM,25.92,106.56,,
1/5/2009,3:45:00 PM,26.64,102.96,,
1/5/2009,4:00:00 PM,25.92,102.24,,
1/5/2009,4:15:00 PM,28.08,103.68,,
1/5/2009,4:30:00 PM,25.2,97.2,,
1/5/2009,4:45:00 PM,22.32,90.72,,
1/5/2009,5:00:00 PM,23.04,90.72,,
1/5/2009,5:15:00 PM,22.32,87.12,,
1/5/2009,5:30:00 PM,23.04,84.96,,
1/5/2009,5:45:00 PM,22.32,84.24,,
1/5/2009,6:00:00 PM,21.6,83.52,,
1/5/2009,6:15:00 PM,22.32,84.24,,
1/5/2009,6:30:00 PM,21.6,82.08,,
1/5/2009,6:45:00 PM,22.32,79.92,,
1/5/2009,7:00:00 PM,22.32,82.08,,
1/5/2009,7:15:00 PM,21.6,80.64,,
1/5/2009,7:30:00 PM,22.32,79.92,,
1/5/2009,7:45:00 PM,23.04,79.2,,
1/5/2009,8:00:00 PM,22.32,79.2,,
1/5/2009,8:15:00 PM,22.32,78.48,,
1/5/2009,8:30:00 PM,23.04,79.2,,
1/5/2009,8:45:00 PM,23.04,79.2,,
1/5/2009,9:00:00 PM,23.76,79.2,,
1/5/2009,9:15:00 PM,23.76,79.2,,
1/5/2009,9:30:00 PM,23.04,78.48,,
1/5/2009,9:45:00 PM,23.76,79.2,,
1/5/2009,10:00:00 PM,23.76,78.48,,
1/5/2009,10:15:00 PM,23.76,76.32,,
1/5/2009,10:30:00 PM,23.76,77.04,,
1/5/2009,10:45:00 PM,23.76,75.6,,
1/5/2009,11:00:00 PM,23.76,75.6,,
1/5/2009,11:15:00 PM,23.04,74.88,,
1/5/2009,11:30:00 PM,22.32,74.16,,
1/5/2009,11:45:00 PM,22.32,74.16,,
1/6/2009,12:00:00 AM,23.76,74.88,,
1/6/2009,12:15:00 AM,22.32,74.16,,
1/6/2009,12:30:00 AM,23.04,73.44,,
1/6/2009,12:45:00 AM,22.32,74.16,,
1/6/2009,1:00:00 AM,23.04,73.44,,
1/6/2009,1:15:00 AM,23.04,74.16,,
1/6/2009,1:30:00 AM,23.04,73.44,,
1/6/2009,1:45:00 AM,22.32,73.44,,
1/6/2009,2:00:00 AM,23.04,73.44,,
1/6/2009,2:15:00 AM,23.04,74.16,,
1/6/2009,2:30:00 AM,23.04,74.16,,
1/6/2009,2:45:00 AM,22.32,73.44,,
1/6/2009,3:00:00 AM,23.04,73.44,,
1/6/2009,3:15:00 AM,22.32,74.16,,
1/6/2009,3:30:00 AM,23.04,74.16,,
1/6/2009,3:45:00 AM,22.32,73.44,,
1/6/2009,4:00:00 AM,23.04,74.16,,
1/6/2009,4:15:00 AM,22.32,73.44,,
1/6/2009,4:30:00 AM,23.04,75.6,,
1/6/2009,4:45:00 AM,23.04,74.88,,
1/6/2009,5:00:00 AM,23.04,77.04,,
1/6/2009,5:15:00 AM,25.92,82.08,,
1/6/2009,5:30:00 AM,25.2,79.92,,
1/6/2009,5:45:00 AM,25.2,81.36,,
1/6/2009,6:00:00 AM,25.2,82.08,,
1/6/2009,6:15:00 AM,23.76,87.84,,
1/6/2009,6:30:00 AM,25.2,91.44,,
1/6/2009,6:45:00 AM,24.48,93.6,,
1/6/2009,7:00:00 AM,25.2,96.48,,
1/6/2009,7:15:00 AM,27.36,99.36,,
1/6/2009,7:30:00 AM,29.52,102.96,,
1/6/2009,7:45:00 AM,28.08,100.08,,
1/6/2009,8:00:00 AM,26.64,98.64,,
1/6/2009,8:15:00 AM,26.64,102.96,,
1/6/2009,8:30:00 AM,26.64,103.68,,
1/6/2009,8:45:00 AM,26.64,104.4,,
1/6/2009,9:00:00 AM,26.64,104.4,,
1/6/2009,9:15:00 AM,30.24,110.16,,
1/6/2009,9:30:00 AM,27.36,105.84,,
1/6/2009,9:45:00 AM,26.64,106.56,,
1/6/2009,10:00:00 AM,27.36,108.72,,
1/6/2009,10:15:00 AM,28.08,108.72,,
1/6/2009,10:30:00 AM,28.08,108,,
1/6/2009,10:45:00 AM,28.8,107.28,,
1/6/2009,11:00:00 AM,29.52,109.44,,
1/6/2009,11:15:00 AM,28.08,108,,
1/6/2009,11:30:00 AM,27.36,106.56,,
1/6/2009,11:45:00 AM,28.08,107.28,,
1/6/2009,12:00:00 PM,27.36,106.56,,
1/6/2009,12:15:00 PM,28.8,108.72,,
1/6/2009,12:30:00 PM,30.24,110.16,,
1/6/2009,12:45:00 PM,28.08,107.28,,
1/6/2009,1:00:00 PM,28.08,107.28,,
1/6/2009,1:15:00 PM,27.36,106.56,,
1/6/2009,1:30:00 PM,27.36,108,,
1/6/2009,1:45:00 PM,28.08,106.56,,
1/6/2009,2:00:00 PM,30.24,109.44,,
1/6/2009,2:15:00 PM,27.36,106.56,,
